nconst,primaryName,birthYear,deathYear
nm2516622,D.R. Anderson,\N,\N
nm1731757,Sean Cook,\N,\N
nm3576573,Jillian Kramer,\N,\N
nm1787897,Andrea Petty,\N,\N
nm3006561,Tracy Schornick,\N,\N
nm4129916,Kent Kimball,\N,\N
nm4675744,Joseph O'Shaugnessy,\N,\N
nm0871568,Patrick Treadway,1960,\N
nm0110689,Daniel Brocklebank,1979,\N
nm0289114,Laurence Fox,1978,\N
nm0341632,Emma Griffiths Malin,1980,\N
nm0186603,Gemma Craven,1950,\N
nm0402901,Kelly Hunter,1963,\N
nm0664964,Maria Pastel,\N,\N
nm0598759,Celia Montague,1952,\N
nm0870722,Kevin Trainor,\N,\N
nm0288925,Claire Fox,\N,\N
nm1285408,Jennifer Hockman,\N,\N
nm2036232,Tyler Johnston,1987,\N
nm1605039,Tammy Hui,\N,\N
nm0479526,Kyle Labine,1983,\N
nm0416541,James Gerard,\N,\N
nm2800957,David Daouda,\N,\N
nm0399940,Peter Hudson,\N,\N
nm2850271,Sophie Ann Rooney,1982,\N
nm1712811,John Flanders,1957,\N
nm2073724,Marie Blanchet,\N,\N
nm0829492,Jean-Pierre Stewart,1946,\N
nm0875749,Bruno Tuchszer,\N,\N
nm2782538,Bernard Lemaire,\N,\N
nm0016375,Patrick Albenque,\N,\N
nm0404307,Anna Hutchison,1986,\N
nm0009918,Amy Acker,1976,\N
nm1865616,Matt Drake,\N,\N
nm0118568,A.J. Buckley,1977,\N
nm1648016,Austin Basis,1976,\N
nm1502206,Jake Bern,1979,\N
nm0556247,Jason Masek,\N,\N
nm3698103,Andy Allo,1989,\N
nm4881498,Josh Banday,\N,\N
nm2796394,Molly Burnett,1988,\N
nm6726707,Kevin Gance,\N,\N
nm3085284,Jay Jackson,\N,\N
nm0424499,Andray Johnson,1961,\N
nm2901116,Jonny Lee,\N,\N
nm9907274,Selçuk Sahin,\N,\N
nm5584420,Courtney Hope Turner,\N,\N
nm4213653,Colin McGurk,\N,\N
nm2508626,Michael William Freeman,1981,\N
nm1515878,Aaron Perilo,1981,\N
nm3816797,Will Peltz,1986,\N
nm3561761,Zuleyka Silver,1991,\N
nm3359122,Laura Ashley Samuels,1990,\N
nm0918871,Robin Weisman,1984,\N
nm0528718,Jonathan Lynn,1943,\N
nm0909878,Sydney Walsh,1961,\N
nm0939055,Everett Wong,\N,\N
nm0700437,Darcy Pulliam,1943,\N
nm0021008,Rosalind Allen,1957,\N
nm0204424,Dane A. Davis,\N,\N
nm0538261,Austin Majors,1995,\N
nm0614862,Brian Murray,1937,2018
nm0165067,Richard Clarkin,\N,\N
nm0853478,George Tchortov,\N,\N
nm2403407,Karl Graboshas,\N,\N
nm4924633,Larry Woo,\N,\N
nm2297168,Stephen Sim,\N,\N
nm1192060,Drew Seeley,1982,\N
nm0487609,Nicole LaPlaca,1986,\N
nm2147759,Stuart Cowan,\N,\N
nm0046420,Giacomo Baessato,\N,\N
nm2979684,Elle-Máijá Tailfeathers,\N,\N
nm0010920,Donald Adams,\N,\N
nm2851946,Jagoda Janik,\N,\N
nm5816818,Alina Babak,2002,\N
nm2403341,Olga Lomonosova,1978,\N
nm3052061,Igor Khripunov,1980,\N
nm7106630,Gleb Kalyuzhnyy,1998,\N
nm11423470,Andrey Marusin,1990,\N
nm11462277,Konstantin Nesterenko,\N,\N
nm11585924,Sergey Lipovskiy,\N,\N
nm11020426,Anastasiya Gribova,\N,\N
nm2676180,Veronika Skugina,\N,\N
nm7315927,Alexander Gross,\N,\N
nm0426363,Tor Johnson,1903,1971
nm0566815,Tony McCoy,1924,2000
nm0455010,Loretta King,1917,2007
nm0065922,George Becwar,1917,1970
nm0545803,Paul Marco,1927,2006
nm0619265,Don Nagel,1926,1996
nm0651627,Bud Osborne,1884,1964
nm0912888,John Warren,1916,1977
nm0932884,Ann Wilner,1904,1964
nm0298215,Dolores Fuller,1923,2011
nm0296370,Ben Frommer,1913,1992
nm0111926,Conrad Brooks,1931,2017
nm0132266,C. Juston Campbell,\N,\N
nm0093331,Faye Bolt,\N,\N
nm2549865,John W. Smith,\N,\N
nm0455553,Taylor Kingsley,\N,\N
nm0513000,Marcia Linn,\N,\N
nm0608455,Eric Moseng,\N,\N
nm0929924,Thomas William,\N,\N
nm0455509,Don Kingsley,\N,\N
nm0020986,Robert Allen,\N,\N
nm0332597,Lisa Goulian,\N,\N
nm0513288,Charles Linza,\N,\N
nm0257457,Randall England,\N,\N
nm0712700,Paul Rawson,1982,\N
nm0707399,Rajendra Prasad,1956,\N
nm7917829,Liza van der Smissen,\N,\N
nm7642065,Darien Asian,\N,\N
nm4015380,Srinivas Avasarala,\N,\N
nm6609148,Nadia Awan,\N,\N
nm8868388,Rene Costa,\N,\N
nm7642389,Simona Crugnola,\N,\N
nm7303783,Daniel Eghan,\N,\N
nm2145958,Vajja Venkata Giridhar,\N,\N
nm8334977,Ashish Gole,\N,\N
nm5535176,Ernest Gromov,\N,\N
nm5866993,Sara,\N,\N
nm1200517,Shôichirô Masumoto,1969,\N
nm3540482,Ryôta Murai,1988,\N
nm5866992,Sawaki Akimoto,\N,\N
nm3819565,Keisuke Ueda,1989,\N
nm4583219,Ayaka Ônishi,1990,\N
nm4091960,Ryô Hirano,\N,\N
nm5940339,Risa Aizawa,\N,\N
nm5578678,Toshihiko Tanaka,\N,\N
nm5940367,Sakuratarô Shiramizu,\N,\N
nm5940368,Homare Fukami,\N,\N
nm1272908,Sabryn Rock,\N,\N
nm9546091,Nakai Takawira,\N,\N
nm5572718,Lyric Justice,\N,\N
nm5712526,Sagine Sémajuste,\N,\N
nm0654139,Gary Owen,\N,\N
nm3730089,Anthony Grant,\N,\N
nm2800599,Marrese Crump,\N,\N
nm3870776,Jeff Strome,\N,\N
nm0261413,Paul Essiembre,\N,\N
nm0004862,Kristin Davis,1965,\N
nm1342513,Shanola Hampton,1977,\N
nm1570641,Jean Effron,\N,\N
nm1787652,Grayson Berry,1975,\N
nm5590983,Melissa Chambers,\N,\N
nm5563056,Alexandra Fabbri,1986,\N
nm9469055,Olivia Taylor,\N,\N
nm4123077,Julia Flores,\N,\N
nm7181720,Ines France Ware,\N,\N
nm11561863,Melissa Diaz,\N,\N
nm11141281,Shylo Molina,\N,\N
nm10652803,Emily Isabella Peck,\N,\N
nm8285356,Isabella LaBlanc,\N,\N
nm10414698,Jazmine Stewart,\N,\N
nm6598645,Samantha Bartow,\N,\N
nm7267426,Gabrielle Byndloss,\N,\N
nm3630223,Omer Mughal,\N,\N
nm6949624,Melissa Saint-Amand,\N,\N
nm6854843,C.J. LeBlanc,\N,\N
nm0990415,Randy Austin,\N,\N
nm11751540,Dreshawn L Jenkins,\N,\N
nm1823053,Britt Rentschler,\N,\N
nm0280801,Enya Flack,\N,\N
nm0663511,Amy Parrish,\N,\N
nm5676276,Shein Mompremier,\N,\N
nm0592058,Aurora Miranda,1915,2005
nm0596663,Carmen Molina,1920,1998
nm0527741,Dora Luz,1918,2018
nm0304881,Joaquin Garay,1911,1990
nm0647057,José Oliveira,1904,1987
nm0334035,Frank Graham,1914,1950
nm0793195,Fred Shields,1904,1974
nm0024024,Nestor Amaral,1913,1962
nm0021925,Almirante,1908,1980
nm0129370,Trío Calaveras,\N,\N
nm0215909,Trío Ascensio del Rio,\N,\N
nm2924015,Padua Hills Players,\N,\N
nm0199585,Billy Daniel,1912,1962
nm0228099,Dante DiPaolo,1926,2013
nm0595634,Georgia Tennant,1984,\N
nm5012245,Anna Lundberg,\N,\N
nm6463004,Lucy Eaton,\N,\N
nm6452929,Rebecca Gage,\N,\N
nm1456912,Nancy Grace,1959,\N
nm0391820,Emily Holmes,1977,\N
nm2071346,Raf Rogers,\N,\N
nm0005165,Chad Lowe,1968,\N
nm7596733,Alvina August,\N,\N
nm9035074,Jesse Arthur Carroll,\N,\N
nm6038392,Barbara Patrick,\N,\N
nm5101240,Vanessa Walsh,\N,\N
nm0840762,Cecilia Suárez,1971,\N
nm0345184,Ignacio Guadalupe,1960,\N
nm0061639,Vanessa Bauche,1973,\N
nm1766846,Irineo Alvarez,\N,\N
nm0037247,Guillermo Arriaga,1958,\N
nm0003923,Rodger Boyce,\N,\N
nm2138227,Edwin 'Bubba' Broussard,\N,\N
nm0132982,René Campero,\N,\N
nm2113332,Lupe Campos,\N,\N
nm0561782,Norman Max Maxwell,\N,\N
nm0647785,Richard K. Olsen,1931,2007
nm0807280,Allison Smith,\N,\N
nm0528315,Heather Lynch,\N,\N
nm0697354,Rob Priester,1968,\N
nm0931502,Randy Williams,\N,\N
nm0912570,Rick Warner,\N,\N
nm0572467,Charles McLawhorn,\N,\N
nm0381977,E. Michael Hewett,\N,\N
nm0040589,Ennis Atkins,\N,\N
nm0256890,Lena Endre,1955,\N
nm0356625,Annika Hallin,1968,\N
nm1924042,Sofia Ledarp,1974,\N
nm0013976,Anders Ahlbom Rosendahl,1947,\N
nm0819628,Micke Spreitz,1964,\N
nm0266182,Niklas Falk,1947,\N
nm0387140,Lennart Hjulström,1938,\N
nm0392145,Jan Holmquist,1947,\N
nm0387141,Niklas Hjulström,1962,\N
nm0477423,Johan Kylén,1958,\N
nm1032971,Tanja Lorentzon,1971,\N
nm0405834,Donald Högberg,1952,\N
nm0676951,Stewart Petersen,1960,\N
nm0728539,Clint Ritchie,1938,2009
nm0267880,Shannon Farnon,1941,\N
nm0087011,Jewel Blanch,1958,\N
nm0893457,Brenda Venus,1947,\N
nm0484333,Geoffrey Land,\N,\N
nm0361272,Gordon Hanson,\N,\N
nm0820509,Vincent St. Cyr,1930,1997
nm0929859,Margaret Willey,1901,1991
nm1115572,Norman Walke,\N,\N
nm0995173,George Dale,\N,\N
nm1879086,Bar Killer,\N,\N
nm0923942,Rich Wheeler,\N,\N
nm0395667,Robert Horton,1924,2016
nm0927171,Bud Widom,1918,1976
nm0348399,Ted Gunther,\N,\N
nm0948841,David Yorston,1939,\N
nm0242290,Robert Dunham,1931,2001
nm0709859,Gary Randolf,\N,\N
nm0606602,Jack Morris,1940,\N
nm0898540,Eugene Vince,\N,\N
nm0686641,Don Plante,\N,\N
nm0362434,Linda Hardisty,\N,\N
nm0405130,Richard Hylland,1946,\N
nm0394539,Kathy Horan,\N,\N
nm0042075,Ann Ault,\N,\N
nm0804085,Susan Skersick,\N,\N
nm0456719,Helen Kirkpatrick,\N,\N
nm0071057,Carl Bengs,1924,2008
nm0039049,Edward Ashley,1904,2000
nm0052422,Bonnie Bannon,1913,1989
nm0160124,Rita Christiani,1917,2008
nm0182557,Helene Costello,1906,1957
nm0204292,Bryn Davis,1898,1983
nm0290104,Charles Francis,\N,\N
nm0428201,Hatty Jones,1988,\N
nm0627262,Chantal Neuwirth,1948,\N
nm0478774,Kristian de la Osa,1986,\N
nm0858643,Clare Thomas,1989,\N
nm0834831,Bianca Strohmann,\N,\N
nm0542132,Christina Mangani,\N,\N
nm0219542,Rachel Dennis,\N,\N
nm0308006,Pilar Garrard,\N,\N
nm0556768,Jessica Mason,\N,\N
nm0690322,Alix Ponchon,\N,\N
nm0422253,Emilie Jessula,\N,\N
nm0258250,Eloise Eonnet,\N,\N
nm9141090,Shahzaib Yaqoob,\N,\N
nm10900332,Levi Balla,\N,\N
nm10902893,David Beal,\N,\N
nm10901582,Jake Westhead,\N,\N
nm10901581,Jordan Mcintosh,\N,\N
nm10903438,Richard Packer,\N,\N
nm10903439,Alex Press,\N,\N
nm10903436,Hamza Iqbal,\N,\N
nm10903440,Fahzen,\N,\N
nm1343002,Abdelhafid Metalsi,\N,\N
nm0314458,Greg Germain,1947,\N
nm2910150,François Bureloup,\N,\N
nm0697520,Vincent Primault,\N,\N
nm0381419,Élodie Hesme,1973,\N
nm2239141,Carole Bianic,\N,\N
nm2122268,Mélèze Bouzid,\N,\N
nm8725139,James Gonin,\N,\N
nm5813361,Aurore Erguy,\N,\N
nm0541796,Tassadit Mandi,\N,\N
nm1743208,Clémence Thioly,1987,\N
nm8757370,Camille Durand,\N,\N
nm6177117,Samir Zrouki,\N,\N
nm0331202,Frédéric Gorny,1973,\N
nm1959043,Nathalie Blanc,\N,\N
nm7995876,Manon Elezaar,\N,\N
nm1570021,Rodolphe Couthouis,\N,\N
nm0082749,Arnaud Binard,1971,\N
nm3769549,Isaura Barbé-Brown,\N,\N
nm7120358,Iain Batchelor,\N,\N
nm0504159,Moir Leslie,\N,\N
nm1188508,Peter Arpesella,1964,\N
nm0694463,Sean Power,1971,\N
nm1043006,Victor Pagan,\N,\N
nm2040932,Scott Elrod,1975,\N
nm1799058,Kelli Barrett,1984,\N
nm1918843,Jeremy Mohler,\N,\N
nm0405079,Edward James Hyland,\N,\N
nm3031803,Brian Podnos,\N,\N
nm1740829,Thomas Robinson,\N,\N
nm2736268,Carmen M. Herlihy,\N,\N
nm1425780,Lily Pilblad,2000,\N
nm0579116,Stephen Mendillo,1942,\N
nm0483917,Oni Faida Lampley,1959,2008
nm0504441,Eleese Lester,\N,\N
nm0145084,Gonzalo Castillo,\N,\N
nm0597526,Jeff Monahan,\N,\N
nm0732586,Eddie Robinson,1978,\N
nm3329371,Edward Akrout,\N,\N
nm0429995,James Carroll Jordan,1950,\N
nm4775490,Ioan Cortea,\N,\N
nm0188120,Tomi Cristin,\N,\N
nm0045949,Dan Badarau,1960,\N
nm0440454,Renate Kasché,\N,\N
nm0856199,Lorenzo Terzon,\N,\N
nm0728343,Gualtiero Rispoli,\N,\N
nm1816779,Adam Welles,\N,\N
nm0028459,Herb Andress,1935,2004
nm0293706,Ferruccio Fregonese,\N,\N
nm0674572,Alessandro Perrella,1945,\N
nm0774143,Jon Schnepp,1967,2018
nm7856400,Charlie Oliver,\N,\N
nm3881611,Aaron Blossom,\N,\N
nm7856402,Joey Romero,\N,\N
nm7856403,Russell Ramey,\N,\N
nm7856404,Ashley Passon,\N,\N
nm7856405,Larry Conway,\N,\N
nm0658609,Jimmy Palmiotti,1961,\N
nm0122428,Robert Meyer Burnett,1967,\N
nm2305174,Ian Fried,\N,\N
nm0000318,Tim Burton,1958,\N
nm0005307,Jon Peters,1945,\N
nm0225146,Lorenzo di Bonaventura,1957,\N
nm0041181,Colleen Atwood,1948,\N
nm0374511,Rick Heinrichs,\N,\N
nm0319659,Dan Gilroy,1959,\N
nm0720277,Antonio Resines,1954,\N
nm0094625,Jesús Bonilla,1955,\N
nm1358446,Jorge Jurado,1995,\N
nm0349429,Julia Gutiérrez Caba,1934,\N
nm0596544,Antonio Molero,1968,\N
nm1361837,Natalia Sánchez,1990,\N
nm0767027,Alejo Sauras,1979,\N
nm1014637,Andrés de la Cruz,1986,\N
nm1323812,Goizalde Núñez,1971,\N
nm1564238,Sara López de los Mozos,1992,\N
nm0055432,Jimmy Barnatán,1981,\N
nm1375119,Ales Furundarena,1963,\N
nm0328400,Nuria González,1962,\N
nm1796671,Juan Luppi,1990,\N
nm3831822,Deborah Ayorinde,1987,\N
nm1699378,Janeline Hayes,\N,\N
nm4614637,Wild Wayne,\N,\N
nm2641639,Sunny Hostin,1968,\N
nm0612780,Nick Mundy,\N,\N
nm4621177,Shrey Vyapari,\N,\N
nm7504534,Aadyn Encalarde,\N,\N
nm0851582,Audrey Tautou,1976,\N
nm0141140,Isabelle Carré,1971,\N
nm0347069,Sophie Guillemin,1977,\N
nm0622769,Élodie Navarre,1979,\N
nm0767710,Eric Savin,\N,\N
nm0897493,Vania Vilers,1938,2009
nm1124061,Michèle Garay,\N,\N
nm0162289,Catherine Cyler,\N,\N
nm1044837,Mathilde Blache,\N,\N
nm1121521,Charles Chevalier,\N,\N
nm1123896,Michael Mourot,\N,\N
nm1123693,Yannick Alnet,\N,\N
nm0470538,Nathalie Krebs,\N,\N
nm1123529,Sophie Vaslot,\N,\N
nm0767006,Patrice Saunier,\N,\N
nm0898161,Daniel Villattes,\N,\N
nm0914320,Jack Watkins,\N,\N
nm0728517,Lee Ritchey,\N,\N
nm5748413,Maxwell Simkins,2006,\N
nm3850986,Jackson Nicoll,\N,\N
nm1435600,Donnetta Lavinia Grays,1977,\N
nm0294043,Arthur French,1931,2021
nm5220446,Zandi Holup,\N,\N
nm0873899,Louise Troy,1933,1994
nm0587804,Sidney Miller,1916,2004
nm0397515,Nancy Howard,\N,\N
nm0736890,Gil Rogers,1949,\N
nm0744957,Nancy Roth,\N,\N
nm0324556,Gary Goetzman,1952,\N
nm0110115,Morgan Brittany,1951,\N
nm1565292,Holly O'Brien,1954,2009
nm0864953,Michele Tobin,1961,\N
nm0287949,Maralee Foster,1961,\N
nm0625796,Tracy Nelson,1963,\N
nm0647004,Stephanie Oliver,\N,\N
nm7820904,Willie,\N,\N
nm5278409,Abby Wait,\N,\N
nm2492376,Carson Mell,\N,\N
nm1215491,John Parsons,\N,\N
nm6265987,Madeleine Waters,\N,\N
nm6203830,Quinn Nagle,\N,\N
nm5269552,Davy Clements,\N,\N
nm2565613,Charles Lewis III,1981,\N
nm0006718,David Fine,1955,\N
nm7292867,Susannah Rogers,\N,\N
nm6209117,Bob Scott,\N,\N
nm3994251,Anthony Williams,\N,\N
nm0721732,Gerald H. Reynolds,\N,\N
nm0808313,George W. Smith,\N,1985
nm0580732,B.J. Merholz,\N,\N
nm0772943,Georgia Schmidt,1904,1997
nm0444146,Ronan Keating,1977,\N
nm1421522,T.J. Ramini,1975,\N
nm1119455,Darren Richardson,\N,\N
nm0420382,Lang Jeffries,1930,1987
nm0246293,Luis Dávila,1927,1998
nm0105835,Pinkas Braun,1923,2008
nm0796222,Stefano Sibaldi,1905,1996
nm0360889,Joachim Hansen,1930,2007
nm0810761,Ann Smyrner,1934,2016
nm0357166,Lisa Halvorsen,\N,\N
nm0554370,Gino Marturano,1931,\N
nm0197468,Dakar,1920,2004
nm0729889,Gianni Rizzo,1924,1992
nm0034756,Bruno Ariè,\N,\N
nm0853723,Alessandro Tedeschi,\N,\N
nm10698295,Bablu Baghel,1994,\N
nm2240830,Danish Husain,\N,\N
nm12612881,Rachit Jadoun,\N,\N
nm9521412,Arun Kushwah,\N,\N
nm6449658,Shivankit Singh Parihar,\N,\N
nm8531263,Shivam Roy Prabhakar,2001,\N
nm13283467,Sumit Shekhar,\N,\N
nm11116195,Vipin k Sethie,\N,\N
nm10411803,Ravish Srivastava,\N,\N
nm8796007,Abhimanyu Yadav,\N,\N
nm1343939,Michael Bunin,1970,\N
nm4889804,Morgan Bastin,\N,\N
nm0668316,Elizabeth Payne,\N,\N
nm2650391,Tim Seitter,\N,\N
nm0653293,Rick Otto,1973,\N
nm0678931,David Pevsner,1958,\N
nm1036521,Kathryn Gordon,1978,\N
nm5167091,Mary Payne Moran,\N,\N
nm0522590,Ray Lovelock,1950,2017
nm0729940,Anna Maria Rizzoli,1951,\N
nm0193892,Mario Cutini,\N,\N
nm0029738,Antonella Antinori,\N,\N
nm0066950,Patrizia Behn,\N,\N
nm0279914,Enzo Fisichella,\N,\N
nm0373354,Marina Hedman,1944,\N
nm0916810,Patrizia Webley,1950,\N
nm0684853,Vittorio Ripamonti,\N,\N
nm0050280,Bob Balisteri,\N,\N
nm0224001,Bruno Di Luia,1943,\N
nm0069606,Franco Beltramme,1929,\N
nm0411906,Michele Zurlaro,\N,\N
nm0224386,Cesare Di Vito,\N,\N
nm0080575,Erminio Bianchi Fasani,\N,\N
nm8542291,Maren Heary,\N,\N
nm0059530,Anastasia Barzee,1966,\N
nm4559130,Keilly McQuail,\N,\N
nm2467051,Hilary Greer,\N,\N
nm4917567,George Walsh,\N,\N
nm5806343,Tina WongLu,\N,\N
nm6004313,Nancy Ellen Shore,1960,\N
nm3802422,Stephen Dexter,\N,\N
nm6087175,Ruby Thomas,\N,\N
nm3301505,Ryan Bergara,\N,\N
nm8541237,Shane Madej,1986,\N
nm6117498,Gary Thomas,\N,\N
nm8891609,Brent Bennett,\N,\N
nm11782169,Kathryn Olmsted,\N,\N
nm4889572,Belfazaar Ashantison,\N,\N
nm2209538,Tina Mattingly,\N,\N
nm11799055,Everette Hoard,\N,\N
nm9560902,Laura Roland,\N,\N
nm11806901,Peggy Williams,\N,\N
nm5628370,Jennifer Fernandez,\N,\N
nm2435429,Giorgio A. Tsoukalos,1978,\N
nm10300447,Hannah Williams,1989,\N
nm9821142,Kristin Lee,\N,\N
nm9787348,Lydia Woodall,\N,\N
nm4101553,Sharon Coyle,\N,\N
nm9445950,Loey Lane,\N,\N
nm11788805,Pepe Hernandez,\N,\N
nm0088396,Bernard Blier,1916,1989
nm0312641,Denise Gence,1924,2011
nm0188588,Bernard Crombey,\N,\N
nm0287313,Michel Fortin,1937,2011
nm0871238,Maurice Travail,1929,1994
nm0220853,Nicole Desailly,1920,2019
nm0289541,Pierre Frag,1929,1986
nm0890335,Eric Vasberg,\N,\N
nm0585069,Diego Michelotti,1926,1986
nm0432932,Raika Juri,1944,\N
nm0695477,Jill Pratt,\N,\N
nm0277049,Eduardo Filipone,\N,\N
nm0409723,Ciro Ippolito,1947,\N
nm0541446,Carla Mancini,1950,\N
nm0675692,Giuseppe Pertile,\N,1998
nm0870386,Stefano Trabalza,\N,\N
nm0761644,Lugene Sanders,1934,\N
nm0714915,Juli Reding,1935,2021
nm0551256,Vera Marshe,1905,1984
nm0281414,Harry Fleer,1916,1994
nm0832047,Merritt Stone,1915,1985
nm0822482,George Stanley,\N,\N
nm0909617,Dick Walsh,\N,\N
nm0859154,Leslie Thomas,\N,\N
nm0901143,Joan Vohs,1927,2001
nm0384787,Marcel Hillaire,1908,1988
nm0908063,Nella Walker,1886,1971
nm0103326,Lovyss Bradley,1906,1969
nm5043859,Rachel Keller,1992,\N
nm2205243,Jeremy Bobb,\N,\N
nm3478273,Amber Rose Mason,\N,\N
nm12357044,Duncan Vezain,\N,\N
nm8932382,Zuzu Weingart,\N,\N
nm8373065,Scott McCauley,\N,\N
nm2230681,Gabriel Clark,\N,\N
nm4010544,Jeff Medley,\N,\N
nm13105546,Miles Auckland,\N,\N
nm2982867,Lance Otto,\N,\N
nm7914444,Karina Fontes,1992,\N
nm2122219,Casey Adams,\N,\N
nm4279268,Emily Althaus,1986,\N
nm0816844,Martin Spanjers,1987,\N
nm1835614,Matt Peters,\N,\N
nm2226741,Susan Burke,\N,\N
nm5820134,Brodie Reed,\N,\N
nm1236921,John F. Beach,\N,\N
nm10037211,Ariana Campyloptera,\N,\N
nm4133088,Theresa Desautels,\N,\N
nm4680455,Ben Fee,\N,\N
nm2241903,Elsbeth Mumm,\N,\N
nm7553112,David O. Riedel,\N,\N
nm0245141,Steph DuVall,\N,\N
nm2964972,Joel McCoy,\N,\N
nm9291910,Michael Pavlicek,\N,\N
nm9291911,Joseph Wray Barney,\N,\N
nm9291912,Henry Pokorski,\N,\N
nm9291913,Kyler Jude Hanson,\N,\N
nm2444121,Damian Lund,\N,\N
nm0116066,Bo Brundin,1937,\N
nm0208865,Katherine De Hetre,1946,2007
nm0724600,James G. Richardson,1945,1983
nm0733051,Roger Robinson,1940,2018
nm0571885,John McKinney,1940,\N
nm0876375,Paul Tulley,1942,\N
nm0590411,Roger Milner,1925,2014
nm0429254,Simon Jones,1950,\N
nm0000762,Anthony Andrews,1948,\N
nm0444091,Charles Keating,1941,2014
nm0913332,Mona Washbourne,1903,1988
nm0342038,John Grillo,1942,\N
nm0082689,Michael Bilton,1919,1993
nm0369340,Michael Haughey,\N,\N
nm5011757,Andrew Austin-Peterson,\N,\N
nm0262049,Paul Etheredge,1968,\N
nm5475610,Robert Cavan Carruth,\N,\N
nm5011170,Louis Michot,\N,\N
nm5009707,Andre Michot,\N,\N
nm2846516,Lacey Minchew,1983,\N
nm2049833,Aaran Thomas,\N,\N
nm2310130,Helena-Lia Tachovská,2001,\N
nm0905486,Michelle Wade,\N,\N
nm0399103,Martin Hub,1964,\N
nm0821152,Joerg Stadler,\N,\N
nm0908259,Timothy Walker,\N,\N
nm0546545,Ivan Marevich,\N,\N
nm1969393,Radek Bruna,1973,\N
nm1476469,Ota Filip,1945,2014
nm0590107,Matthew Mills,\N,\N
nm0516784,Philip Locke,1928,2004
nm0922751,David Westhead,1963,\N
nm1627577,Jack Knight,\N,\N
nm0494828,Jackson Leach,\N,\N
nm0610161,Benjamin Mouton,1965,\N
nm1256008,Dave Shelley,\N,\N
nm0113502,Einstein Brown,\N,\N
nm0530064,David López,1979,\N
nm0396904,Thelma Houston,1946,\N
nm0091768,Gail Boggs,\N,\N
nm0760938,Doriana Sanchez,\N,\N
nm1470282,María Duval,\N,\N
nm0552668,Lee Ann Martin,\N,\N
nm0259540,Pat Finn-Lee,1944,\N
nm0469819,Connie Moore Kranz,\N,\N
nm0171902,Elle Collier,\N,\N
nm4735543,Malena Morgan,1991,\N
nm2064865,Christos Vasilopoulos,1978,\N
nm4168206,Kayla Jane,1986,\N
nm4868648,Elle Alexandra,1991,\N
nm2844533,Daniel Sobieray,1983,\N
nm4735592,Hayden Hawkens,1990,\N
nm2200343,Aubrey Addams,1987,\N
nm4734638,Bryce Bonn,\N,\N
nm2946893,Stephanie Danielson,1987,\N
nm4741708,Bliss Evermore,\N,\N
nm4033664,Deviant Kade,1983,\N
nm2633505,Eric Middleton,\N,\N
nm3538620,Nikki Nefarious,\N,\N
nm2459960,Asun Ortega,1981,\N
nm3894834,Nataliya Joy Prieto,\N,\N
nm1432981,Franklin Ruehl,\N,2015
nm0999126,Riki Valentine,1966,\N
nm0224730,Toledo Diamond,\N,\N
nm0004839,Coolio,1963,\N
nm0436906,Alexandra Kamp,1966,\N
nm0317813,Manuel Gil,1933,\N
nm0210274,Alberto de Mendoza,1923,2011
nm0179212,Marella Corbi,\N,\N
nm0144957,Miguel del Castillo,\N,\N
nm0854175,Luis de Tejada,\N,\N
nm0600099,Brizio Montinaro,1943,\N
nm0693513,Pouchi,\N,\N
nm0896552,Mira Vidotto,\N,\N
nm3208837,Oscar Sciamanna,\N,\N
nm10237406,Farba Dieng,\N,\N
nm3352729,Julius Nitschkoff,1995,\N
nm4262840,Seyneb Saleh,1987,\N
nm0535421,Michael Maertens,1963,\N
nm0972490,Valerie Koch,1974,\N
nm1085519,Nina Gummich,1991,\N
nm0696614,Uwe Preuss,1961,\N
nm0997926,Ibrahima Sanogo,1973,\N
nm1869349,Thelma Buabeng,1981,\N
nm8783000,Julia Gräfner,\N,\N
nm13021967,Kwam.e,\N,\N
nm4496659,Tamer Arslan,\N,\N
nm9936226,Christopher Vantis,\N,\N
nm3363597,Mehmet Atesci,\N,\N
nm10021055,Altine Emini,\N,\N
nm9044680,Tugyan Baris,\N,\N
nm0041832,Charles Augins,1943,\N
nm0020590,Irvin Allen,\N,\N
nm0478374,Robert La Bassiere,1940,\N
nm6463103,Cressida Bonas,\N,\N
nm3957052,Jenna Kanell,\N,\N
nm6615896,Erica Tremblay,2009,\N
nm2182941,Marisa Echeverria,1978,\N
nm3235430,Keelin Woodell,1990,\N
nm8894953,Lara Knox,\N,\N
nm0352485,Martha Hackett,1961,\N
nm2020240,Ava Penner,1999,\N
nm1441604,DJ Hazard,\N,\N
nm2541767,Celia Au,\N,\N
nm0107251,Artie Brennan,\N,\N
nm4589212,Terrence Montgomery,\N,\N
nm5164148,Anupama Chakravartti,\N,\N
nm3005544,James Rolfe,1980,\N
nm3198066,Bianca Jamotte LeRoux,\N,\N
nm2829220,Craig Skistimas,1981,\N
nm4157896,Shawn Parr,\N,\N
nm3766090,Doug Walker,1981,\N
nm1862473,Chris Niosi,1988,\N
nm4702551,Brent Black,\N,\N
nm5467083,Cameron Trentalange,\N,\N
nm1564650,Andy To,\N,\N
nm0637191,Laura Novoa,1969,\N
nm1403777,Juana Viale,1982,\N
nm2013399,Esteban Bigliardi,\N,\N
nm1404215,Pablo Mónaco,\N,\N
nm0034330,Fabián Arenillas,1964,\N
nm3103285,Agustina Rudi,\N,\N
