locationID,mID
568,15261812
,6958014
140,12496552
,5439612
569,1160419
19,1480656
3,0049370
3,0030545
,1183276
249,0118548
,5078852
134,14500264
,4731008
,0273657
9,0283632
336,2378281
22,0085327
7,0365686
36,1656186
,13366258
,4623604
357,2720680
47,9319668
58,0085475
36,0951216
3,1682246
,12368430
,11390180
22,0815244
,13197674
,6830412
,14242578
10,0091875
43,6924650
450,3461252
83,1285009
,0437437
4,0080798
39,1734433
,13150606
3,2380307
7,1893256
8,0079859
,2308725
,4208432
570,11709206
107,0482571
3,0279967
,0316655
3,0084969
312,0078902
19,7073710
,10631148
571,3464902
572,1023114
209,7160070
476,1821549
4,7942742
363,0168629
3,4254584
3,0175880
9,0199389
12,1781775
5,0089767
,3830998
4,1242460
,1385861
9,1839591
,3569570
3,10161886
3,0070736
,0118200
19,0093565
3,0109068
27,0061132
21,0056923
30,0111021
3,0058801
9,0408345
,1481363
,3312748
,13651858
573,0073017
283,13276160
73,11649338
36,6857376
73,1375670
341,8976346
110,0084573
40,0078067
7,13823494
,3963226
,0395050
,6153026
10,0115862
8,0074564
509,1676462
44,0098253
47,10107222
7,0064691
158,13691134
,8535180
27,0110570
12,3397884
3,0053716
,8740614
7,0083987
209,4844288
83,2048824
3,0493405
12,7208564
,11061762
3,9484998
8,3532216
4,0071532
,8400662
,2733258
19,0086058
226,4932154
,0384580
77,3588082
328,0065491
140,3387648
,10882992
7,0068424
227,0765447
130,7048386
495,0183505
3,0143050
,6744302
3,0054885
99,0758774
,7038964
574,1754412
,14825950
,2617456
575,0087414
4,2273657
53,0051413
,14609542
30,0084049
,1097636
54,3315342
8,2361317
3,0015324
3,0075612
8,0088224
576,4159182
10,2436386
12,0061418
64,0466566
4,10515988
577,9184970
44,0087182
36,10151054
4,2258345
177,6403680
58,14647404
3,0439876
7,0061520
,0457541
578,0062453
3,0433412
,6101862
44,0412915
7,10276482
135,4057376
,5691474
,8769260
9,0930072
39,0026164
64,13589004
,0086964
579,18501232
3,0835378
,13211062
336,0084335
7,0062155
64,15428452
3,1931601
580,13164942
,8079510
4,1433811
7,9257652
9,1622979
,14223310
107,5700182
58,0283026
115,0054248
122,0844708
,13429362
4,1615147
,3610746
19,14764464
,13980362
37,6483836
3,6550808
29,3270208
73,0859635
3,4622512
3,0095803
,15238968
,11924476
,10404664
4,0087932
7,3585270
3,0098453
43,0270288
,2262227
359,2343137
,0049900
581,5628418
58,0096936
,2989356
36,0107843
4,4180560
582,1800302
36,2967224
583,0077945
,0114996
,7742120
76,0097874
106,7294150
22,0059224
3,0073008
19,8980602
3,0057495
,12049866
,1372301
,1139134
37,1661382
3,0035979
64,5583554
278,5093026
3,0092546
3,0029682
269,2309961
3,1674771
163,0050882
584,1255953
19,0159097
7,6636246
7,0055993
50,5767628
3,0209144
199,0845439
4,0165643
,4917422
12,5304996
3,0231402
39,1393000
4,1082886
109,1488163
4,0117958
585,0040897
56,14924620
586,0109542
3,1855199
7,0138899
3,1060277
3,2334649
3,6791238
7,0457939
,13430932
,1317478
587,3521164
3,0089060
4,0088889
9,10620606
300,0210382
,4991512
,10732794
,3675748
,10656392
3,0062138
,15141632
,6315800
,12448030
7,0090729
,1744638
,13362852
8,0081677
75,1086772
137,1625346
,1192628
,0238414
68,0453533
148,1205489
,13223398
7,7475578
377,3848892
588,6469548
3,0065037
,12042730
435,0097351
,13923084
3,4158876
,3958014
4,2622240
187,0104391
122,0455362
94,0168331
3,0039545
119,11813216
54,0101587
40,4716164
7,0061578
107,0069762
589,0335345
135,0349889
32,0043899
54,0469318
158,9471962
3,0478311
26,0116130
21,0051378
7,4901376
533,0100530
75,0120860
3,0096925
523,2882328
34,0117223
,2077703
,1319636
,9050480
7,0102798
4,0097965
7,5117670
4,9173154
3,0097493
3,0181012
,11418344
,4644382
209,0348568
140,0092991
7,0031359
27,1185416
6,9231040
9,0116118
3,0112896
590,0407621
21,0254199
73,5270948
,10660954
,0283213
3,0038965
201,0089230
3,0100814
3,0038766
3,0948538
22,0040506
,0138749
3,0047673
7,10687506
,14779088
80,2171875
7,0780653
3,0078697
12,0212346
,12532368
3,0988043
33,0118691
3,2428170
3,4480398
,8418214
378,0079240
3,0042593
7,0112133
82,5437928
,10347622
30,0283245
29,6777338
,2551566
3,9013340
,9266592
10,0073335
3,0305669
36,1440161
351,6193454
17,0059065
3,0091778
7,1700844
4,0098524
,4622118
44,14447042
6,0088678
,13788764
591,0055719
140,0090021
592,9202810
,0165078
,0365498
593,13880104
,10443610
9,0216216
,0306474
3,0038854
3,0070926
29,11454170
26,1134629
,5863880
,2094116
373,6304046
7,0067144
3,0050306
594,0112643
82,5151570
39,0086567
,12803708
73,1133991
175,0254455
595,0103768
,8130904
3,0034172
3,0037059
3,2582784
68,0133152
495,0086336
535,2071550
41,0064840
4,0082329
53,0154683
27,13830148
140,0144814
77,4610748
596,0190332
7,11514780
,6688082
,8367184
17,0054331
39,11246284
4,0110167
597,13231962
,10734928
,0934701
,1230569
27,0064169
170,0081547
,15441424
3,0315983
,11133466
533,7430722
,17346230
,2321297
,13077966
32,1221188
33,1734493
,0419724
380,0044517
,11173328
30,0069005
3,0070916
10,0403455
4,0196216
,2465238
,4669408
,11400902
37,6823368
3,0036969
7,0039195
598,3086442
3,3307774
354,0286499
278,0096920
53,0190641
4,0259822
,10621032
7,0087075
55,0765432
9,0112750
,8883524
284,0335559
,3773814
,14788018
334,5363618
36,0780571
163,7646322
69,8201852
37,0479143
,0092392
271,0181689
,3646946
599,7328154
402,0049782
,8324246
,7632118
,11219254
3,0346631
3,0102558
488,0106154
,13634792
43,6473066
,14192428
402,0109916
227,3885422
600,4665630
4,0368008
19,0261203
601,0081900
3,0021746
,4448216
39,5334704
602,14900826
47,13087796
603,8623904
43,0098356
,10300570
3,0099313
128,5034838
,6793280
,0827498
4,0976238
12,0114168
8,10957044
7,0048123
54,3420504
220,1657517
604,0293715
94,0250223
4,2397461
7,4154796
3,0118636
,1976517
187,1381418
7,0241527
21,0318155
209,9018916
3,0091990
3,0119310
,16745502
7,0278500
12,0053580
100,0078346
3,0115643
76,0096643
59,10649016
27,0082307
3,0033373
,0090248
7,2339505
81,5859882
87,4836846
19,0248845
19,6832388
8,1699231
,13651628
12,9161168
3,0097481
73,0124315
,0466662
17,0069697
9,2226597
3,0042451
21,3399024
,13531468
190,5797184
,8176040
7,0425413
249,13918776
9,7740510
88,1666185
,2322244
605,0111112
3,0851530
,8078816
,7680690
3,1854582
,13398930
22,0034514
3,0084516
36,0469965
316,0061643
3,0069001
606,0093668
7,0039694
9,0457297
,2794338
73,0117924
3,11832624
3,0892109
523,0052924
,7309934
3,0033124
431,0040761
,1846811
36,0105480
,1104326
39,0108330
39,4477536
36,1572315
,1937329
607,2865558
149,0109424
3,0499400
8,4981636
190,0094971
492,0089622
19,0113481
,16027014
608,6892400
9,1478839
30,2327563
609,2980794
7,0058997
3,0138304
45,15405372
3,0091575
22,2751310
610,0089562
7,0095063
7,0059465
177,0284034
3,0074279
3,2582802
73,6888362
7,0432283
9,5774062
8,3401882
,2776074
88,3820450
45,1638002
,0346578
,4940416
39,0120834
54,11685912
109,5990386
7,0367594
,7424200
,11173416
,18079004
17,1713440
30,0042286
19,7427856
,4270452
116,0222812
124,1032751
,13457122
,13624900
,14895716
611,0054756
4,0995854
3,0087597
544,3759298
,7181546
,13249100
283,0369702
3,0103893
38,0164085
3,0093231
3,0086998
7,0195234
,2205948
3,0043012
,18339574
3,1945062
32,1429433
3,12503602
47,5177088
7,0200095
19,0132245
73,3416536
273,0330099
3,0085636
,16233952
40,0081935
,1839558
,6156136
,0088510
,0104115
457,8593904
,8558306
364,11131980
285,0079207
149,0410433
22,0263488
,13351056
338,0097858
3,0075900
6,0106965
8,15004136
,1492705
4,0113552
4,0443465
19,1650554
3,0087464
82,1127876
3,0254920
,13276012
3,1126591
,1704292
7,1323925
3,0067991
3,0075783
9,0349825
3,4626970
7,0058155
,8814476
19,5073620
7,2006040
43,0463850
612,1464335
187,0110687
3,0115535
4,0070698
148,1529572
203,3247714
,2375737
,14321914
3,0284490
19,0479647
3,0293832
146,0954947
531,0094327
39,1742336
4,0775529
94,0178130
7,0057129
4,0112492
281,0119365
41,0330373
,1612560
,9095260
9,0245674
,0090479
3,0041113
137,0116000
3,1189374
4,1800246
12,0401792
,4561950
22,0073453
476,0151239
,13023464
10,1047494
187,0499549
,2381046
3,0047086
,16173808
3,0327554
613,0448965
7,6583806
3,0324941
3,0096152
,0046408
487,9211804
3,0114556
9,4244998
107,2567038
490,0113526
,2016058
7,4193072
9,0184858
68,0107277
7,0085693
30,4218696
,1814691
,10128846
3,0033467
10,0452594
79,4537986
19,2330973
,3664864
36,4557208
135,0459392
19,13064902
,9692040
614,2659414
,0131160
90,0825236
3,0227005
140,0088939
8,1067583
3,0039420
36,2403029
4,0082763
615,9381682
613,1062161
3,0097135
,6513656
8,12574708
173,0083943
,10761694
,0207639
,5443468
,11020728
7,0915463
,9109306
,0159178
3,0050085
7,2165859
,9812614
44,0063090
3,0120777
616,0050095
,7006206
134,0112760
116,1572491
3,0421054
3,0046000
,6742558
3,0103696
3,1315981
278,4075386
7,9148706
58,0340377
,6195094
,8329148
7,1700845
27,0091537
296,0156020
7,0159382
617,4726636
3,0087243
6,0080895
3,0078062
,15352542
618,13049760
619,11815960
3,0034711
620,0117496
132,13482806
621,5013056
7,14199590
3,0235737
43,1212448
122,1599348
,3704538
3,0058390
3,0105417
43,0076313
130,5133308
,4829262
,3069742
622,0059355
3,0265208
46,0106375
70,8160834
4,0113540
3,11548850
116,0103030
246,2071441
7,2717860
623,0499448
,6089872
9,1407050
,6969946
154,0120841
624,0095250
148,1244754
,12769178
3,6267600
19,6957966
88,3450650
22,0108000
37,0418819
,1746961
64,1840388
3,0101458
,15052770
3,0377471
,0053388
8,1786751
625,0097737
14,6735670
3,0091554
82,2406566
,9015192
,6857250
40,0254890
100,2780766
19,2984660
,6182908
7,1967685
54,0082940
,0102578
3,0076301
,1216516
7,0081070
154,0129387
,0829424
626,0983946
9,7374948
135,3807900
609,2176013
3,0119426
627,0075784
7,0079871
3,0389328
19,8415836
4,0244970
,11841276
,0089206
48,0095012
3,0113537
,15119154
3,0113234
7,0063881
,3469052
,0096126
3,0110823
628,0073580
487,1450321
,1667903
,10539172
3,1411704
,15300538
165,12611912
,13862974
7,0098672
3,0083844
,0910787
353,7943036
40,9755726
,1201133
488,0102744
571,2488496
54,0082948
629,0118843
,13094586
,7070330
,0211729
630,4738174
3,0099385
3,0099044
3,0393162
3,0031455
631,0065112
3,0094293
7,0458339
,5598868
,9755806
455,0058642
574,0466909
458,0120603
632,0457510
7,1259574
73,0179098
34,1274586
,5516774
3,4998772
158,0058672
140,2714380
3,0466766
3,2378453
22,1980209
3,0310910
88,0104438
9,0111438
168,0097815
,1772398
3,0338075
7,0077450
9,5723282
9,2231874
,6848466
9,1658837
7,4291600
3,6235008
4,6866224
529,1127715
10,5886046
3,0099151
12,0074559
471,1488606
36,1327773
3,2184339
15,5208950
8,6285944
148,0079271
633,0232083
9,1731141
,0064727
4,1334102
,1695622
,10204658
3,0284929
3,0037988
634,0282599
43,1792647
3,0084739
4,0090057
19,1403241
3,2581244
,0035794
68,5881528
76,3254796
,10545484
3,0084861
635,7984766
203,5765844
630,4199898
27,0094632
,2598466
3,0120207
43,10275534
,18302114
36,9252488
12,7837402
158,3142876
3,0074174
636,0075592
140,0047977
,8589698
3,0070927
7,0057226
36,1139592
3,3322940
187,2334871
3,2460640
,12769412
37,3567288
153,1935179
19,0452694
7,0078092
8,11762434
8,4073790
173,0112471
,4576352
3,1216475
,4798836
,4643580
637,0064612
3,3835080
,13721828
19,0187738
9,3148890
,4624424
53,0087344
78,0058898
22,1915581
7,4307004
4,12823454
8,2531344
3,0040695
471,8220344
,0140821
9,3106120
100,0110322
3,0402743
7,1487118
3,0099994
3,7712746
7,0049646
,2190152
638,13099426
,10165918
,11396318
27,0090166
27,0063413
639,0066065
19,0120609
,0101115
7,0082817
,1691921
81,0907657
9,1018820
7,0037558
4,0112688
,13740078
27,0071537
15,0118694
36,10612922
640,1937202
,6103384
,18161082
7,1504320
,4370528
7,0031505
641,6828390
4,3720788
4,14833464
3,0038559
3,0113305
,7873348
642,9093094
33,0134033
,0167415
,3187682
8,0775539
,0110825
9,0411004
,0930902
88,0120741
,13198632
,1355638
19,4680980
134,0098961
4,0203230
643,4124980
4,6509058
3,0089503
16,2493486
3,1711018
3,0095776
8,0104006
19,0144120
177,0425661
203,11804152
19,1846442
3,0095088
,0085182
,0452039
3,0083015
7,2345759
644,2403021
519,2309224
26,2063666
3,0018097
,0017871
3,0101627
19,0811138
53,14379088
10,0070735
34,0265171
7,0044876
,8366590
,9027772
3,0181316
,2027128
88,0385307
148,0090093
,0091794
645,0110944
100,0097166
7,0757108
646,7250056
,13911284
3,0186045
50,7958736
30,0095215
14,9136312
7,0276751
9,1038685
,6442670
647,0282672
7,1210106
19,0117011
,1541155
37,0085154
7,12748084
135,5090828
7,3416532
3,0072951
3,0217055
247,8010340
172,0457430
584,0887912
4,0079826
3,0113613
36,5308322
,12987490
19,0164184
7,0052611
47,0052295
26,0077713
73,0073195
,0379217
3,0406375
,13049906
94,0093428
140,2300975
,14820482
68,0368891
3,0056172
,15482742
27,14540892
,8852066
3,0221027
43,0118566
29,8088944
7,0084503
3,5535276
,11252460
22,0045888
88,3344686
3,2106739
3,0117500
48,5328350
37,0100827
,0106976
,4622682
,11738830
3,0034303
472,0103905
71,0105690
140,0104409
3,0160862
,15379212
3,1127180
3,0054649
40,0448564
7,1007029
,9733630
4,0099700
,13593022
,4109242
3,0083658
,13975458
124,1288558
7,0101595
100,0382026
3,1121977
19,1386697
348,0073594
3,0038107
,4272866
3,0022454
,3028412
88,0055184
7,0119114
648,0250371
128,0116704
6,0071671
3,0095519
,13060064
124,0357507
,12521770
,10341040
100,0449089
,7447318
3,0087175
,4675030
,7549892
109,0073880
19,1753658
83,8722346
,16385248
7,0795493
19,0120654
3,0058659
3,0068931
73,0110657
281,0079449
107,0118460
58,11015214
3,0023753
4,1922777
19,0119731
89,0498360
128,0963794
9,0106315
,1554356
7,0385002
3,2980472
36,1519664
4,0066234
8,9764362
22,0074442
4,2097331
,11948256
,0268677
,10688206
218,0317248
3,15295912
3,1190617
102,9801736
27,2379713
82,1226753
39,1369706
7,0242527
649,0830161
9,1259521
3,1647865
,4362644
3,1637688
7,0098966
3,0133240
77,1456635
9,1071358
,13470654
3,0047898
,0092006
492,5098128
,3111906
77,10804786
3,7897330
,14391474
3,0038166
,12369754
,13018906
,11038886
12,0419294
140,0103266
96,1343097
68,0072615
53,0064393
650,0034522
145,0123987
,10785942
651,2707504
202,12497188
4,0889573
12,0116905
34,2268419
27,0067321
,2753778
17,0362372
36,3564472
353,0291579
22,0244000
4,4572792
3,0063829
3,3172532
280,0077621
,2062622
167,0063859
,14107554
3,2737926
27,0148615
4,14807308
30,6723522
652,0078913
462,0071507
3,0054393
3,0047437
46,1462759
3,7942746
3,4677924
3,0079550
7,0083390
36,1308729
544,0367959
7,0120514
54,0092559
3,2091327
75,0367677
32,0066412
,9233428
194,0078163
83,4030600
,2622500
130,15909848
237,0058092
7,5700176
3,11618536
,9365800
653,1976000
34,0109302
19,1077368
3,0055608
,13368198
,4439852
158,7832124
69,0049845
124,0454876
34,0857295
3,0081766
,6644286
3,0080853
,7429062
4,3039472
128,1060255
654,0477072
34,1196948
7,1838722
,16548202
655,10613002
,9207648
3,0069633
3,0138524
,1997607
3,0499554
,15582924
422,1127877
7,0029811
,1753496
33,0066516
7,0066181
167,4074928
32,1016301
7,2501366
58,0200550
7,1260581
3,1135084
368,1662546
7,0036695
80,0075924
3,0097573
36,2091935
168,0384806
7,0081400
3,1541874
3,0085935
3,0118025
64,0857376
3,1284575
19,2133196
,3059816
27,0075651
4,3315656
,6269658
,1380954
,7743120
7,0105459
,7781554
394,0099052
19,4264426
,12744636
88,3742300
,0943690
,8343330
4,0094737
3,0034428
,14400866
,15494650
,10789062
54,1396221
89,1710573
36,0790636
73,0964517
656,4375438
7,2316479
,1474276
128,3501632
,5209124
,1684555
225,18814244
584,0977855
62,0092965
3,0408524
19,0081383
3,3198000
82,0866432
27,0100139
547,0050976
16,1224378
3,1045772
27,0131526
19,0437711
657,13051810
3,2396224
3,0078749
285,0069995
73,0100140
658,4173216
,7763324
97,5884796
3,0131369
7,4881364
659,8316568
7,1374989
4,7946216
,6113186
,0149540
281,0940657
64,1661099
73,0094169
,0803038
36,0101004
,4696764
3,0015224
75,2044801
,14831458
7,0056279
9,0430926
158,9280252
158,5224200
,2404027
3,0079429
4,6644200
37,0380510
3,0083929
3,10944276
3,0078199
68,0116629
89,5343532
43,6215208
7,11169050
3,4420040
,1353841
3,0102728
295,0099669
285,1243957
,9417446
3,1171225
,5951188
32,0289992
660,2471640
39,0203019
,1814884
,17473062
340,0220827
27,14845950
97,2364841
661,0980970
637,0372824
4,3993894
158,5033998
662,6164502
,0330904
,16381430
3,0065051
3,0107566
,11804034
663,4285496
,14845172
75,0419358
,6528196
3,1637976
380,0067052
22,1884318
12,2308260
9,0175142
,5624466
73,0360009
,0265632
,1364483
68,2854394
664,0054357
8,9873892
,7551216
83,3128900
30,0050468
665,1389072
7,0048281
270,0113220
4,0082031
3,0082350
244,0342272
19,0483726
84,9203190
,16282794
,17663992
,1632547
4,0371257
239,3181776
7,7656770
7,0477095
3,0055972
,15497404
4,0049777
3,0098385
,11960282
,0312908
,8523334
7,0079773
154,0082926
,5953880
,0437503
,15185396
,0368667
3,0134269
3,0117723
3,0113043
,4966532
3,18258584
37,0410332
3,1410205
41,0067976
,11996540
,7006358
363,0056127
21,4680196
3,0080645
,3763912
4,0090350
36,0058213
7,0070970
22,0242193
,12693148
43,0120613
61,1626146
,13067292
,1978567
267,0365043
165,13357462
295,0067116
,12194006
,15106604
158,7115656
83,1675192
54,0068622
,3689910
16,8883486
,14134550
,0114180
,14645614
4,1174730
163,7450356
6,6288124
40,0091464
,16154112
62,0075824
187,0120685
69,0112966
4,7349662
3,0328538
12,11990460
3,0048215
22,0074845
,1488591
27,4901306
4,0234748
,5341494
,8640242
83,0042208
3,0910936
10,16057434
19,2120120
,7387408
68,13303456
26,10369866
,10919074
,0366292
12,0261289
4,5779372
3,0383385
4,4801352
187,0096898
3,0944101
,9038678
21,0362225
58,0249218
7,0087365
617,0901507
,9053434
12,1390535
30,0070022
12,0081414
4,5822564
133,5666304
53,6410564
8,10857160
,12530246
3,6079652
3,0082250
666,11162652
37,0120655
667,6572702
444,3616916
43,0045897
7,0074611
74,15310816
,2811158
7,1259573
62,0051337
495,0094721
,13778832
3,0094631
7,0463854
37,0076723
,2194724
668,0071706
27,0071508
,11348164
4,7740496
669,0206420
36,1013860
670,0085356
73,0492956
,5189944
,3329456
21,0287963
81,0111419
,2062677
154,2450186
3,1024923
73,9893250
133,0074686
19,0443632
7,0499410
19,0088683
4,1547234
,6468792
37,0114746
,3324184
22,1176740
9,0107665
,9348848
112,2267998
9,0091053
9,0083944
671,5198068
349,0375920
187,1564367
,16493854
107,16043214
9,1017464
37,0286106
,0052820
,7194490
,11348232
83,6772802
,12846096
3,12592252
,15529074
73,3766354
4,1273675
8,5164432
,1054485
613,0113855
9,1544572
3,0098320
203,2537176
,0341543
158,7748244
672,6852872
4,0078504
12,0095684
3,0057840
,2175535
,1232047
,9641192
,14036602
8,0091080
22,8192134
3,0095253
,4431254
122,0387541
673,1780762
4,2298394
69,0319531
,0815220
54,12579470
73,1727388
10,5226192
165,0106302
7,5523010
,5577742
19,0082537
36,2402101
7,0066982
4,1082109
13,0426767
4,0385887
39,4411618
68,0106620
,14423802
,0107745
674,0067093
73,1114740
3,0120478
,0357718
7,0274309
96,0074147
,0756217
4,9786896
,12749392
281,0388482
116,0822833
27,0052618
30,0155975
19,0092513
230,9286908
4,0067741
80,7782164
68,0097576
,0124020
,7510222
3,0816562
4,0472181
3,0047795
3,0112792
6,0212720
51,2459156
675,0190374
36,4139124
222,0424205
,4437640
,5575678
4,0039941
126,8723216
,6317762
3,0106323
,1476750
58,3278540
,0960140
187,1212419
7,0077304
,14849194
32,0379976
36,2467046
,0345543
269,8260226
37,8707374
20,2781516
,0118829
53,0160521
4,0462485
676,4995790
,4756228
3,0117802
137,0090151
53,0070122
,0176694
,0240219
30,0112045
133,0103243
68,4442130
,0218871
3,0802948
9,1190080
677,2815072
227,9145132
9,1703199
22,1523372
6,0219965
,0384696
137,10919380
,14209560
163,5688068
3,0117571
519,0095182
3,0160916
4,0096087
9,1540011
,0892791
,1521225
12,0081696
4,0053454
,0142235
3,1225822
177,0351817
121,0110019
4,1631707
137,0101775
316,4915318
4,2140619
,3501062
88,0112854
149,0072933
19,2944198
44,0050197
9,6968614
,15441076
7,0488604
27,0116040
,2672748
678,14473896
36,0092654
7,0055505
,1398941
7,0072732
64,0073343
679,2318625
3,0279331
,0101206
21,5687334
9,3219670
73,4194558
3,0409182
,15536118
36,1764234
3,5114154
,5637536
680,0060827
,11983342
331,0104155
681,0110612
61,0078879
175,0064694
9,0758781
,5474466
,4294052
19,0096101
128,0063991
495,0145529
36,9016974
32,15484476
,14682800
37,14160834
,4463004
3,0087197
,17521612
4,0808331
7,4444956
,12885852
,10815362
167,1655461
3,0079367
3,0087332
,0465940
,3980364
7,0091618
36,1436568
,8480678
3,0080596
682,0089893
203,2167202
7,0180073
,10468596
683,1823672
30,0104418
4,0114478
20,1220213
422,1966566
684,15470770
3,0364556
3,0203755
218,0038787
69,1972591
3,0273799
132,0058089
7,0089908
9,0460672
40,2761354
82,1856101
3,0119215
3,0231448
10,0109297
7,0080731
,1790810
127,1620680
,3205394
,10919902
,0981216
7,0053247
,9850064
137,0068005
9,0118742
3,0042039
3,0105070
685,6340640
59,0098300
,9288046
,15387782
3,0273923
,6022898
,13380374
271,0135659
,12953548
9,0811073
19,2769184
21,0115561
3,0947802
7,0113375
,0433458
3,2980708
12,1398923
7,0090585
4,1291566
686,0090274
3,0053320
3,0393635
19,11832046
43,1815717
48,3682448
,0244870
54,5226220
96,0073822
,1326972
,0062544
3,0103426
3,0120461
7,0062207
12,0338459
687,0237534
688,12572040
142,0494271
21,0270707
280,0416496
689,7831358
209,3845670
4,0102526
690,0099587
3,0027545
,13433812
64,0115417
158,2275071
,4887384
,3544008
,6327570
,3824386
3,0106881
3,0047947
691,2131579
9,6343348
36,0954990
36,0490087
14,0164003
4,0145893
367,0098319
,0099822
659,12496904
100,0400347
9,1405412
68,1210819
435,0485154
41,0042700
30,0038969
3,0379786
26,0117665
,5574078
19,5580390
9,2720826
177,0047444
3,0381341
7,0080846
378,0057254
692,1296899
,13676928
30,0111400
3,0079168
130,14680796
80,5997666
44,5538800
693,10081762
12,0227538
58,0076593
209,0353969
36,1245492
694,0337697
423,0063013
54,0082648
,12987648
,8008948
47,0301357
27,2250282
,1937416
12,0115734
128,1410295
3,0085918
,1623789
4,0095599
9,10326928
82,6528290
,1801045
3,0111175
3,13036930
,1323594
695,0103110
,14402926
,10771232
167,3896102
,4077584
4,0081318
3,0057449
64,6015808
,15765450
3,1698641
360,1706620
7,1297919
,5170810
239,9102084
4,1155592
3,0220238
,0096891
3,1272886
54,0072705
9,0113737
3,0119305
3,0091827
7,0050803
,0350934
12,0100935
,13776460
19,8110246
,0021331
696,0408985
4,12985010
,0216882
697,1606384
22,0498318
282,0353489
698,0348529
316,0318292
7,11918288
,15321376
,0207957
26,0997047
,2319456
9,0435286
,16087866
3,0082677
3,0059170
3,0110366
88,0113636
124,13345606
51,0115751
158,7979510
,3540136
,15711350
,1446192
699,8760280
700,9242528
,13636038
4,0067580
64,1051906
,10068544
45,9288822
3,0139654
4,4129870
4,3107166
,14476236
701,2872732
54,0032551
50,0044030
,14034966
3,0146402
,0875609
40,0111407
3,0060955
7,0063850
,10192576
491,0085678
3,0913951
64,0071282
,11703710
,14088994
,12680508
3,0069050
4,0083336
3,0032599
,0940642
78,0073166
,8727992
,3640382
3,0064048
37,0091118
3,5719786
71,6539992
4,0137338
,10483880
410,0464141
,5856858
670,0081467
7,0334874
73,11286314
,7759130
,6643972
21,1179034
41,0111993
128,0172669
3,15439190
3,0044509
4,0120912
3,4034354
592,0120271
116,0261311
622,0072263
,15435876
6,0108308
82,3278810
3,0110912
3,11743610
7,0090798
53,1183732
,0068236
89,7534328
3,0104135
140,2980152
154,0486578
3,3236120
69,0179061
3,0052718
44,0245712
36,0348333
285,0430674
,6434368
137,2042568
,0233084
6,0099938
,10515526
36,0427229
21,0246135
487,0298491
,0483168
3,0038991
7,12982370
83,1124035
56,2147999
7,0865546
3,0085101
7,0119116
8,0455612
,14040072
,13299052
,5161658
,3414510
,0984118
7,3332064
7,1536048
3,1959526
3,0102250
3,0027623
3,0110622
380,0054189
,4324302
9,0435528
4,0040636
4,2509850
702,6856242
703,0246460
75,2241676
3,0122718
,0475998
,0180825
,11576692
109,4305148
,2709768
704,5700672
149,0077559
,4079926
377,2820852
246,2599716
59,0163676
3,0405422
4,0099395
36,1512235
227,0105824
9,0096098
,0245429
705,2570858
9,1696192
125,6003368
530,2325977
39,1862079
19,0285492
4,0052646
,10736082
3,0091225
,14371860
3,0258273
,13669038
3,0104822
,0844471
3,3181822
9,0460780
3,0094834
354,0047213
9,2402129
340,8960382
4,2051879
9,8521736
,3715296
8,0084694
3,0114658
3,0051380
19,0159920
47,10838180
706,0060474
4,1514041
,0297753
364,5480782
,10919304
4,4682136
3,7686376
76,4669986
3,1298721
140,1264115
3,0111742
3,0076191
9,0942903
,6912162
707,11270054
3,0107144
4,0110527
,13287846
70,0029850
,1361566
123,0061113
19,0318627
3,0116213
7,0177448
3,1148200
,8284230
708,0058625
12,0086425
3,1266073
3,10303430
36,1268809
58,0056241
,13039148
34,0265752
50,1454029
41,9059820
83,2726552
,3837842
109,0410097
81,2639336
3,0090770
41,0119280
,10582690
3,1640548
7,0104237
64,1219342
7,13603966
209,0456912
19,0146336
36,0090967
3,0099384
,10021858
709,0105719
4,0120533
,1667880
7,0061648
,7243754
710,0446755
7,4460800
,6465742
3,1757746
3,5304084
3,0088258
527,2759976
,0096565
27,0069421
711,11777738
3,0249677
5,0120321
128,3097204
,11016042
9,0247119
3,0038494
282,1554092
4,0075686
4,0130121
106,14872986
281,0804540
,13022022
523,0451850
226,1937390
,13243836
,3014212
146,11729298
712,1758810
58,0269095
7,0044829
107,11667808
,5218270
4,0094008
405,0498380
713,9204204
,15444704
154,1673734
242,5362988
82,5842890
3,0051150
3,0020815
,11464826
714,7118596
4,0313737
50,11908982
137,0110157
455,2106550
,16358384
62,0372091
27,0437954
,13349716
,15179396
37,0087983
7,8400758
102,6820256
,12497042
10,13465140
336,0113736
43,10339052
3,0087798
68,7979142
,6170484
122,0115086
51,0061107
36,2836628
204,0077413
,0017891
53,14851374
715,5761544
17,0072281
36,2041488
30,0039152
,16358754
,0120254
,14299920
3,0056211
100,0482857
3,0024264
4,0039628
3,0106317
30,0081232
,12915716
,1857913
3,0095663
54,3647498
285,0120520
41,2481198
,0423294
,9099102
3,0118541
7,10077034
,5764332
19,0086374
9,0991178
,0105569
,7856082
7,0062426
677,6334354
,5562710
716,9805612
,6356086
37,0107007
,5461428
30,0114194
75,5822648
12,0104695
,14961110
7,3065204
,12994356
717,1075419
73,0234829
3,13254818
95,1447500
4,0084556
,12435032
,0095715
9,1381404
,7271588
3,0119908
64,0389121
3,0362511
3,0059557
13,6816388
239,3286560
82,2210769
88,0119256
,0347840
3,1830713
3,8168992
548,0402158
,3246908
7,0077332
39,3553976
,8223844
,0076112
41,1748888
718,0048380
102,0373051
3,0036326
7,0053226
73,0107120
36,8305852
3,9224288
,11460580
53,0041699
719,1567448
